food_code,food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,image_url,,,,,,,,,,,,
BFP542,Savoury cheese horns,1224.10,295.15,21.38,5.66,20.71,2.74,0.73,50.63,121.83,148.19,14.28,212.28,105.28,0.63,0.05,1.10,0.00,0.18,0.03,0.65,184.28,1.12,1.65,0.00,6.41,0.00,11.51,0.06,0.08,0.22,0.36,0.04,1.72,11.51,3.12,575.39,horn,,,,,,,,,,,,,
BFP544,Paneer patties,1403.85,338.58,22.79,7.60,23.96,4.04,1.18,45.19,129.90,116.71,18.29,158.44,93.01,0.79,0.09,5.81,0.03,0.28,0.02,0.96,169.37,2.09,2.75,0.00,3.32,0.00,31.04,0.05,0.05,0.32,0.35,0.05,5.71,31.04,3.28,942.96,patty,,,,,,,,,,,,,
BFP545,Vegetable patties ,1084.76,261.92,20.98,4.01,17.74,1.49,2.62,39.33,18.96,47.42,20.62,139.52,180.62,0.87,0.11,0.42,0.00,0.32,0.03,0.47,147.41,1.87,4.73,0.00,12.31,0.00,19.74,0.09,0.03,0.58,0.38,0.09,1.37,19.74,12.03,1829.45,patty,,,,,,,,,,,,,
BFP546,Pearl millet infant food (Bajra shishu aahaar),1516.50,362.44,62.10,11.98,6.62,26.06,7.84,0.00,118.52,278.41,143.55,12.67,602.95,5.67,0.55,23.70,0.01,1.03,0.45,2.28,0.00,0.43,6.30,0.00,8.23,0.00,48.28,0.23,0.12,1.48,0.68,0.40,0.81,48.28,0.00,253.54,,,,,,,,,,,,,,
BFP547,Sajina,1444.60,345.26,66.87,10.81,3.03,25.89,7.62,0.00,54.40,250.06,127.50,11.70,582.50,5.39,0.49,25.23,0.02,0.97,0.21,2.01,0.00,0.18,3.38,0.00,3.09,0.00,40.80,0.21,0.13,0.80,0.65,0.39,0.62,40.80,0.00,275.85,,,,,,,,,,,,,,
BFP548,Cereal mix ,505.48,120.81,21.84,3.32,2.02,10.68,2.03,0.00,21.40,61.53,32.77,9.29,179.18,1.18,0.13,3.33,0.00,0.35,0.08,0.53,0.00,0.21,0.55,0.00,1.81,0.00,19.18,0.07,0.02,0.84,0.24,0.14,0.33,19.18,0.50,821.46,,,,,,,,,,,,,,
BFP549,Pulse mix,348.50,83.29,16.00,3.16,0.54,6.59,2.25,0.00,14.93,61.34,28.72,3.88,151.35,1.29,0.13,9.04,0.00,0.43,0.04,0.61,0.00,0.04,1.21,0.00,0.32,0.00,18.17,0.07,0.03,0.36,0.24,0.09,0.19,18.17,0.00,119.34,,,,,,,,,,,,,,
BFP550,Shishu ahar,391.70,93.37,17.42,2.61,1.43,6.61,1.02,0.00,13.78,41.56,23.11,2.68,82.43,1.02,0.07,0.29,0.00,0.27,0.04,0.33,0.00,0.24,0.21,0.00,0.61,0.00,13.00,0.05,0.02,0.57,0.14,0.09,0.63,13.00,0.00,10.10,,,,,,,,,,,,,,
BFP552,Cereal pulse mix with amylase rice flour,637.02,151.57,27.80,4.27,2.74,8.84,3.47,0.00,12.61,91.45,34.43,1.03,96.86,1.19,0.14,12.81,0.00,0.83,0.02,0.80,0.00,1.23,3.16,0.00,1.18,0.00,22.01,0.13,0.05,0.71,0.30,0.09,0.84,22.01,0.00,69.33,,,,,,,,,,,,,,
BFP553,Banana groundnut paste/puree,892.00,213.19,36.15,4.27,5.45,31.67,1.70,0.00,74.93,96.68,65.75,16.85,357.40,1.90,0.16,0.63,0.01,0.49,0.11,0.60,0.00,0.53,0.91,0.00,0.91,0.00,20.90,0.08,0.06,1.31,0.38,0.40,1.39,20.90,3.02,151.83,,,,,,,,,,,,,,
BFP554,Rice dal porridge (Chawal dal ki khichdi/khichri),1603.90,383.33,65.04,10.80,8.33,26.54,4.51,0.00,50.46,198.16,100.09,12.33,465.80,2.76,0.41,6.17,0.01,0.95,0.32,1.45,0.00,0.93,1.77,0.00,1.93,0.00,35.60,0.23,0.06,3.46,0.66,0.37,0.69,35.60,0.00,102.77,,,,,,,,,,,,,,
BFP555,Lentils and semolina porridge (Dal suji porridge/daliya),490.75,117.29,23.19,3.26,1.06,13.84,1.44,0.00,44.74,63.19,30.44,9.64,188.00,1.22,0.11,3.79,0.00,0.36,0.09,0.47,0.00,0.08,0.99,0.00,0.53,0.00,10.74,0.06,0.03,0.22,0.26,0.14,0.56,10.74,0.40,101.32,,,,,,,,,,,,,,
BFP556,Spinach khichri (Palak khichri/khichdi),426.44,102.18,17.35,3.43,1.91,0.21,1.56,0.00,10.43,60.07,23.26,69.59,170.86,0.65,0.14,4.51,0.00,0.29,0.07,0.42,0.00,0.94,0.19,0.00,22.68,0.00,18.74,0.07,0.03,0.59,0.25,0.06,0.38,18.74,2.02,695.11,,,,,,,,,,,,,,
BFP557,Vegetable mix,729.40,174.21,36.02,4.70,0.94,27.36,1.93,2.20,90.06,114.21,68.98,34.94,527.20,2.27,0.16,5.80,0.01,0.48,0.17,0.65,5.60,0.21,0.55,0.00,35.59,0.00,36.84,0.09,0.08,0.49,0.47,0.30,1.59,36.84,8.48,2006.25,,,,,,,,,,,,,,
BFP558,Lentils and wheat porridge (Dal wheat porridge/daliya ),219.82,52.54,8.36,2.71,0.94,0.92,1.28,0.00,26.28,41.45,10.67,62.79,94.87,0.52,0.06,3.11,0.00,0.06,0.05,0.20,0.00,0.05,0.12,0.00,0.49,0.00,6.65,0.03,0.03,0.12,0.16,0.02,0.39,6.65,0.35,71.60,,,,,,,,,,,,,,
BFP559,Maize porridge,373.81,89.57,15.64,2.14,1.89,7.69,1.68,0.00,17.02,46.79,31.35,5.59,140.18,1.11,0.10,3.07,0.00,0.24,0.04,0.43,0.00,0.84,3.08,0.00,19.60,0.00,14.11,0.06,0.02,0.34,0.12,0.11,0.39,14.11,1.78,678.19,,,,,,,,,,,,,,
BFP560,Spinach peanut burfi (Palak aur mungfali ki burfi),444.17,105.37,13.59,3.36,4.39,11.50,2.07,0.00,40.95,54.41,56.97,19.52,331.67,1.61,0.18,1.23,0.01,0.64,0.05,0.53,0.00,0.98,0.85,0.00,135.68,0.00,68.63,0.13,0.05,1.32,0.20,0.09,1.89,68.63,12.62,3989.04,,,,,,,,,,,,,,
BFP561,Split bengal gram burfi/fudge (Channa dal burfi),1215.63,287.36,54.63,4.65,7.09,43.38,2.06,15.06,16.44,45.51,13.65,2.53,64.96,0.62,0.10,0.82,0.00,0.34,0.00,0.35,56.45,0.87,0.01,0.00,1.86,0.00,39.64,0.09,0.03,0.39,0.26,0.09,1.75,39.64,0.98,122.35,piece,,,,,,,,,,,,,
BFP563,Chickpea flour cookies (Sweet besan rounds/cookies),867.72,207.01,39.64,4.29,3.42,30.66,2.56,6.15,54.95,69.85,53.73,22.29,283.60,2.16,0.09,0.66,0.00,0.56,0.00,0.44,23.05,0.59,0.50,0.00,5.93,0.00,40.00,0.09,0.04,0.35,0.34,0.34,1.84,40.00,1.55,2402.10,piece,,,,,,,,,,,,,
BFP564,Pearl millet mathri (Bajra mathri),3231.65,785.08,7.42,1.82,83.12,0.16,1.36,6.55,4.63,32.86,12.87,33.17,42.34,0.72,0.06,2.69,0.00,0.16,0.02,0.29,24.57,39.62,0.47,0.00,5.63,0.00,10.72,0.04,0.02,0.15,0.09,0.04,0.39,10.72,0.00,75.31,piece,,,,,,,,,,,,,
BFP565,Sesame biscuit (Til ke biscuit),1767.18,424.03,53.65,8.27,19.34,29.73,6.83,28.19,298.06,390.18,151.07,182.26,373.54,5.73,0.46,22.86,0.01,1.65,0.17,2.55,105.67,0.98,15.57,0.00,18.74,0.00,37.52,0.22,0.07,1.62,0.46,0.44,1.06,37.52,0.00,328.27,biscuit,,,,,,,,,,,,,
BFP566,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),2707.74,657.57,8.68,4.05,67.19,0.35,2.65,0.00,20.50,63.67,36.88,63.87,267.47,1.38,0.15,6.54,0.01,0.42,0.03,0.63,0.00,32.98,0.90,0.00,50.21,0.00,43.03,0.07,0.03,0.36,0.42,0.06,0.78,43.03,4.39,1435.37,vada,,,,,,,,,,,,,
BFP568,Poshtik namak paras,2534.41,613.39,19.52,6.49,56.58,0.87,4.55,14.30,60.74,130.17,61.00,44.01,203.84,2.03,0.24,11.86,0.00,0.99,0.05,1.15,53.60,23.93,4.86,0.00,38.80,0.00,47.22,0.18,0.06,1.45,0.38,0.14,1.56,47.22,2.93,1098.60,piece,,,,,,,,,,,,,
BFP569,Soya chikki,1764.45,423.70,62.89,7.18,15.51,45.47,3.55,32.71,81.25,149.09,102.97,17.24,534.75,4.47,0.27,7.24,0.01,0.91,0.05,1.20,122.52,1.10,0.48,0.00,2.01,0.00,48.12,0.11,0.05,0.67,0.50,0.44,1.51,48.12,0.00,399.66,piece,,,,,,,,,,,,,
BFP570,Besan bathua chilla/cheela,1560.66,373.82,40.65,11.48,18.57,1.45,7.79,40.83,64.75,183.83,70.42,166.36,274.89,2.68,0.27,19.19,0.00,1.80,0.04,1.61,153.03,1.93,4.63,0.00,40.64,0.00,80.83,0.30,0.19,1.51,0.77,0.26,3.25,80.83,6.81,989.88,cheela,,,,,,,,,,,,,
BFP571,Wheat flour and nuts ladoos (Atta nuts ladoos),1633.28,391.90,44.31,9.46,19.19,15.94,7.30,25.45,127.29,249.13,124.38,8.07,338.21,4.01,0.44,24.30,0.01,1.70,0.18,2.23,95.38,1.39,10.94,0.00,8.28,0.00,36.14,0.28,0.09,2.82,0.57,0.30,0.88,36.14,0.00,328.79,ladoo,,,,,,,,,,,,,
BFP573,Gram flour and semolina dhokla (Besan suji dhokla),834.64,198.91,25.92,8.52,7.10,2.58,4.59,1.39,66.66,156.59,38.17,196.59,262.40,1.60,0.17,3.05,0.01,0.86,0.04,0.88,3.54,3.35,1.29,0.00,47.66,0.00,77.02,0.19,0.10,0.78,0.55,0.18,3.42,77.02,6.63,1451.54,piece,,,,,,,,,,,,,
BFP574,Atta dal burfi ,1250.23,298.80,40.64,6.66,12.47,21.08,4.08,23.81,17.07,140.06,57.29,3.56,268.58,1.56,0.30,16.97,0.00,0.81,0.19,1.10,89.23,0.91,3.32,0.00,1.52,0.00,23.40,0.16,0.05,1.43,0.45,0.09,0.33,23.40,0.00,320.47,piece,,,,,,,,,,,,,
BFP575,Soya roti,1183.77,283.96,40.03,9.18,9.23,1.58,8.71,0.02,53.42,241.62,114.51,155.93,481.32,3.85,0.42,32.68,0.01,2.24,0.02,2.11,0.00,4.04,8.07,0.00,89.43,0.00,71.35,0.32,0.14,1.66,0.70,0.22,2.48,71.35,8.02,2758.77,roti,,,,,,,,,,,,,
BFP576,Poshtik khichdi/khichri,390.17,93.37,15.64,3.04,1.88,0.26,2.00,0.00,30.41,52.51,27.73,41.67,139.53,1.00,0.12,4.63,0.00,0.38,0.05,0.51,0.00,0.51,1.64,0.00,26.87,0.00,18.16,0.06,0.04,0.79,0.22,0.07,0.34,18.16,7.15,1932.25,plate,,,,,,,,,,,,,
BFP577,Namkeen daliya,1230.10,295.11,49.32,8.29,7.99,0.82,8.57,0.00,35.98,6.13,4.34,149.63,51.52,2.99,0.02,0.02,0.00,0.04,0.01,0.06,0.00,3.55,2.57,0.00,6.10,0.00,5.39,0.01,0.01,0.15,0.06,0.03,0.42,5.39,5.86,1279.71,plate,,,,,,,,,,,,,
BFP578,Sprouts upma ,1318.50,316.25,44.96,9.50,10.44,1.67,7.16,0.00,36.78,112.94,44.10,147.82,248.98,2.76,0.37,7.48,0.01,1.41,0.12,1.66,0.00,3.90,7.34,0.00,5.42,0.00,27.93,0.24,0.05,1.61,0.60,0.11,0.42,27.93,0.51,527.19,plate,,,,,,,,,,,,,
BFP579,Semolina idli (Suji/Rava idli),864.39,206.39,33.67,9.34,3.47,3.42,5.85,3.48,100.85,193.19,53.71,185.02,413.85,2.34,0.31,9.58,0.01,1.15,0.08,1.57,8.86,0.51,3.60,0.00,55.65,0.00,58.64,0.21,0.14,1.20,0.66,0.13,1.82,58.64,5.43,1831.94,idli,,,,,,,,,,,,,
BFP580,Poshtik chilla/cheela,665.91,159.53,27.47,4.85,3.04,1.22,4.91,0.00,18.18,138.23,55.64,97.18,150.74,2.10,0.21,22.06,0.00,1.27,0.02,1.25,0.00,1.25,5.64,0.00,3.62,0.00,16.31,0.19,0.07,1.06,0.41,0.12,0.47,16.31,0.81,276.08,cheela,,,,,,,,,,,,,
BFP604,Stuffed bittergourd (dry) (Bharwa karela),896.16,217.65,2.49,1.29,22.38,0.07,3.00,0.00,16.72,35.98,28.10,519.29,284.18,1.29,0.08,3.97,0.01,0.43,0.09,0.35,0.00,10.94,1.47,0.00,5.00,0.00,45.33,0.05,0.03,0.24,0.21,0.04,5.17,45.33,41.00,365.52,bowl,,,,,,,,,,,,,
BFP605,Cauliflower potato canjee,70.25,16.79,2.63,0.57,0.39,0.13,0.69,0.00,6.78,16.29,7.81,35.58,117.27,0.28,0.02,0.72,0.00,0.07,0.00,0.10,0.00,0.02,0.38,0.00,1.57,0.00,6.81,0.02,0.01,0.22,0.11,0.03,0.42,6.81,7.35,48.99,glass,,,,,,,,,,,,,
BFP606,Creamed spinach,403.43,96.91,4.44,5.18,6.39,1.59,1.33,59.60,122.30,124.22,51.53,156.02,385.36,1.89,0.11,6.92,0.02,0.61,0.01,0.70,71.53,1.00,0.33,0.11,169.03,1.89,83.11,0.11,0.12,0.23,0.44,0.11,5.38,83.11,16.12,5045.60,small bowl,,,,,,,,,,,,,
BFP607,Mango milkshake with ice cream (Aam milkshake ice cream�ke�saath),287.54,68.35,9.18,1.93,2.80,9.11,0.23,1.30,69.36,56.22,6.62,16.64,85.24,0.15,0.03,0.77,0.00,0.03,0.00,0.21,4.01,0.17,0.44,0.00,0.56,0.00,13.64,0.02,0.08,0.08,0.24,0.04,1.33,13.64,4.99,275.40,tall glass,,,,,,,,,,,,,
BFP608,Pineapple milkshake with ice cream (Ananas milkshake ice cream�ke�saath),288.13,68.49,9.33,1.93,2.75,9.20,0.42,1.30,68.78,56.51,6.54,16.65,85.12,0.12,0.03,0.56,0.00,0.16,0.00,0.20,4.01,0.19,0.02,0.00,0.28,0.00,6.13,0.03,0.07,0.07,0.24,0.04,1.27,6.13,5.39,118.02,tall glass,,,,,,,,,,,,,
BFP609,Orange milkshake with ice cream (Narangi milkshake ice cream�ke�saath),285.31,67.82,9.15,1.95,2.75,9.00,0.16,1.30,69.80,56.43,6.35,16.65,87.59,0.19,0.03,0.57,0.00,0.01,0.00,0.20,4.01,0.14,0.04,0.00,0.29,0.00,6.28,0.03,0.07,0.08,0.25,0.03,1.48,6.28,6.13,187.28,tall glass,,,,,,,,,,,,,
OSR001,Woodapple juice (Bel ka sharbat),144.50,34.18,6.51,0.63,0.70,5.75,1.03,0.00,11.85,16.69,5.23,127.45,71.86,0.12,0.04,0.48,0.00,0.06,0.00,0.07,0.00,0.02,5.48,0.00,1.62,0.00,1.61,0.01,0.00,0.11,0.05,0.04,0.32,1.61,5.23,34.66,glass,,,,,,,,,,,,,
OSR002,Sattu drink,98.99,23.38,5.16,0.56,0.14,3.96,0.40,0.00,1.59,8.56,3.17,12.65,25.27,0.17,0.03,1.34,0.00,0.04,0.00,0.10,0.00,0.00,0.05,0.00,0.04,0.00,4.77,0.01,0.00,0.05,0.04,0.00,0.02,4.77,0.00,26.68,glass,,,,,,,,,,,,,
OSR004,Apple and honey sorbet (Seb aur shehad ka sharbat),515.02,121.30,30.74,0.15,0.29,29.18,1.13,0.00,9.11,5.41,4.29,1.97,56.42,0.18,0.05,0.26,0.00,0.02,0.06,0.08,0.00,0.07,0.64,0.00,1.59,0.00,1.65,0.01,0.01,0.12,0.04,0.02,0.15,1.65,3.13,100.14,cup,,,,,,,,,,,,,
OSR005,Thandai,424.55,101.18,9.13,3.59,5.89,8.21,0.80,0.00,112.31,98.38,25.58,22.69,140.99,0.60,0.12,1.06,0.00,0.37,0.01,0.48,0.00,0.76,0.54,0.00,1.37,0.00,7.18,0.05,0.09,0.23,0.28,0.04,1.58,7.18,1.44,152.88,glass,,,,,,,,,,,,,
OSR006,Cucumber sharbat (Kheere ka sharbat),115.77,27.28,6.64,0.26,0.06,5.46,0.78,0.00,6.49,10.39,7.54,2.57,67.04,0.18,0.02,0.06,0.00,0.03,0.00,0.07,0.00,0.01,0.46,0.00,2.99,0.00,6.15,0.01,0.00,0.13,0.16,0.02,1.03,6.15,2.23,62.41,glass,,,,,,,,,,,,,
OSR007,Apple oats chia seed smoothie,361.61,85.64,13.07,3.49,2.48,5.76,1.44,4.32,88.89,111.20,23.55,32.02,169.25,0.50,0.05,1.43,0.00,0.38,0.13,0.57,10.91,0.10,0.19,0.00,0.56,0.00,11.36,0.14,0.11,0.22,0.28,0.08,2.83,11.36,0.86,44.87,glass,,,,,,,,,,,,,
OSR008,Nannari sharbat,378.57,88.79,23.62,0.01,0.01,23.58,0.00,0.00,2.67,0.45,0.61,1.16,3.35,0.05,0.03,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.02,0.21,0.89,0.83,cup,,,,,,,,,,,,,
OSR009,Semolina milk drink (Thari kanji),185.09,44.16,6.93,0.98,1.36,3.88,0.72,0.93,8.26,23.98,11.57,11.95,84.57,0.36,0.09,0.74,0.00,0.16,0.01,0.25,3.50,0.10,0.41,0.00,0.33,0.00,4.50,0.03,0.02,0.16,0.09,0.04,0.30,4.50,2.50,184.48,cup,,,,,,,,,,,,,
OSR010,Saffron milk (Kesariya doodh),429.93,102.18,12.64,3.17,4.57,12.50,0.14,0.00,110.88,92.72,10.54,23.69,114.64,0.21,0.05,0.94,0.00,0.08,0.01,0.34,0.00,0.46,0.08,0.00,0.12,0.00,6.84,0.03,0.10,0.10,0.32,0.04,1.87,6.84,1.84,184.86,glass,,,,,,,,,,,,,
OSR011,Black rice kheer (Chak-hao kheer),621.50,147.94,22.93,4.37,4.91,12.57,0.76,0.00,94.89,74.58,6.80,25.77,104.34,0.46,0.03,0.74,0.00,0.04,0.00,0.27,0.00,0.17,0.04,0.00,0.01,0.00,5.42,0.02,0.08,0.06,0.26,0.03,1.53,5.42,1.55,154.39,bowl,,,,,,,,,,,,,
OSR012,Coconut kheer (Nariyal ki kheer),683.01,162.61,14.42,3.40,10.55,13.73,1.53,3.22,89.52,83.39,23.26,45.97,188.16,0.53,0.10,0.70,0.00,0.18,0.01,0.38,12.11,1.15,0.08,0.00,2.39,0.00,7.59,0.03,0.10,0.20,0.25,0.04,1.31,7.59,1.88,151.07,bowl,,,,,,,,,,,,,
OSR013,Apple sago payasam (Seb aur sabudana ki kheer),571.98,136.50,14.40,3.13,7.66,10.63,0.38,10.85,102.11,93.90,16.81,39.45,129.65,0.31,0.07,1.14,0.00,0.12,0.07,0.42,40.82,0.61,0.23,0.00,0.38,0.00,6.48,0.04,0.12,0.15,0.32,0.04,1.62,6.48,1.78,188.51,bowl,,,,,,,,,,,,,
OSR014,Kesari bath,1022.15,244.57,31.38,2.40,12.59,20.16,1.65,27.84,7.70,34.68,16.01,1.70,65.68,0.69,0.17,2.13,0.00,0.37,0.00,0.52,104.34,0.73,1.41,0.00,0.25,0.00,4.84,0.06,0.01,0.21,0.16,0.02,0.15,4.84,0.00,254.83,bowl,,,,,,,,,,,,,
OSR015,Putharekulu,1334.19,318.30,59.61,3.66,7.55,23.86,1.75,18.39,6.11,65.64,12.93,2.67,67.48,0.38,0.15,0.56,0.00,0.37,0.03,0.53,68.93,0.47,0.00,0.00,0.70,0.00,4.56,0.08,0.03,1.17,0.26,0.10,0.14,4.56,0.00,161.21,roll,,,,,,,,,,,,,
OSR016,Mango malpua,1381.80,334.64,12.84,1.65,30.67,4.96,2.08,75.21,10.64,46.06,20.34,1.89,89.28,0.70,0.10,7.22,0.01,0.45,0.00,0.43,281.80,1.99,2.76,0.00,1.84,0.00,28.17,0.06,0.03,0.38,0.15,0.07,0.62,28.17,9.68,1024.54,piece,,,,,,,,,,,,,
OSR017,Mango vanilla custard,620.73,147.63,18.41,3.43,7.04,14.62,0.99,0.35,84.86,93.60,25.11,30.12,160.49,0.58,0.14,1.55,0.01,0.18,0.01,0.47,0.89,1.82,0.84,0.00,1.80,0.00,24.20,0.06,0.08,0.24,0.28,0.08,2.04,24.20,7.90,421.67,glass,,,,,,,,,,,,,
OSR018,Kiwi granola pudding,1182.49,280.99,32.33,5.60,15.36,15.08,3.71,20.27,62.20,128.82,36.13,59.21,274.53,1.45,0.17,3.75,0.00,0.79,0.01,0.81,40.19,1.02,0.24,0.38,0.67,0.00,39.53,0.37,0.43,1.81,0.36,0.10,3.03,39.53,12.47,22.35,bowl,,,,,,,,,,,,,
OSR019,Oats burfi,1793.80,425.19,62.47,8.89,17.27,32.93,4.96,10.33,128.58,276.19,96.12,8.15,314.78,2.46,0.34,7.34,0.02,2.00,0.04,1.73,38.26,3.71,0.40,0.00,1.07,0.00,29.56,0.47,0.07,0.85,0.44,0.16,10.74,29.56,0.09,103.88,piece,,,,,,,,,,,,,
OSR020,Lotus seed halwa (Kamal gattay ka halwa),1542.20,370.55,39.56,7.79,20.69,9.80,0.42,45.24,82.84,304.33,105.76,3.06,658.52,1.80,0.21,0.20,0.00,1.14,0.00,0.60,169.56,2.04,0.06,0.00,0.41,0.00,49.40,0.31,0.08,0.83,0.41,0.30,0.19,49.40,0.02,348.85,piece,,,,,,,,,,,,,
OSR021,Amaranth ladoo (Rajgira ladoo),1891.64,454.15,51.33,10.12,22.70,19.92,5.11,33.64,144.58,262.35,231.95,7.51,414.93,6.47,0.56,9.08,0.65,3.23,0.01,1.88,126.07,3.67,31.25,0.00,1.85,0.00,21.69,0.05,0.05,0.64,0.26,0.44,1.40,21.69,0.08,324.04,ladoo,,,,,,,,,,,,,
OSR022,Chhena poda,1447.91,344.57,33.64,13.68,17.94,30.65,1.40,3.31,295.29,264.21,65.71,13.00,150.27,1.41,0.35,14.34,0.06,0.50,0.02,2.27,12.42,2.30,0.60,0.00,0.83,0.00,57.47,0.07,0.08,0.47,0.45,0.05,12.27,57.47,0.13,143.72,slice,,,,,,,,,,,,,
OSR023,Sweet couscous dessert,827.12,196.20,29.69,3.81,7.69,15.89,2.18,9.37,30.94,83.87,31.24,4.22,183.41,0.84,0.16,1.43,0.00,0.47,0.01,0.57,42.13,2.24,10.42,0.00,3.26,0.00,12.66,0.12,0.04,0.76,0.22,0.12,1.58,12.66,14.81,50.31,bowl,,,,,,,,,,,,,
OSR024,Sweetened yogurt (Shrikhand),453.48,107.18,16.02,5.27,2.89,15.81,0.08,9.95,183.02,156.60,18.36,73.61,261.06,0.17,0.01,1.87,0.00,0.08,0.00,0.66,25.33,0.16,0.09,0.00,0.08,0.00,16.56,0.06,0.25,0.19,0.46,0.09,2.41,16.56,0.92,22.70,bowl,,,,,,,,,,,,,
OSR025,Thickened sweetened milk (Rabri),431.75,102.79,10.55,3.52,5.35,10.09,0.19,0.00,111.87,101.92,15.00,23.92,125.85,0.29,0.08,1.15,0.00,0.07,0.01,0.42,0.00,0.55,0.10,0.00,0.18,0.00,7.40,0.04,0.10,0.11,0.34,0.05,1.94,7.40,1.86,187.62,bowl,,,,,,,,,,,,,
OSR026,Gram flour halwa (Besan halwa),1156.72,276.79,25.78,5.88,17.30,15.83,1.82,33.12,77.42,98.95,20.44,15.40,128.25,0.67,0.12,1.56,0.00,0.34,0.01,0.55,124.14,1.40,0.22,0.00,1.48,0.00,34.75,0.10,0.09,0.38,0.42,0.10,2.48,34.75,1.12,372.89,piece,,,,,,,,,,,,,
OSR027,Prawn sandwich,708.60,169.65,11.89,10.36,9.27,1.21,1.55,40.70,75.53,146.92,38.95,213.38,152.55,1.11,0.23,26.81,0.01,0.33,0.01,0.97,3.25,2.71,0.08,0.65,7.73,162.83,22.37,0.07,0.04,1.33,1.07,0.11,1.00,22.37,5.52,219.48,sandwich,,,,,,,,,,,,,
OSR028,Watercress sandwich,962.39,229.42,28.03,5.17,11.47,1.81,2.26,26.56,98.16,66.33,19.07,407.44,140.55,0.99,0.09,3.97,0.00,0.31,0.00,0.47,119.47,0.34,0.35,0.00,15.56,0.00,22.43,0.13,0.05,1.00,0.13,0.06,0.82,22.43,4.13,185.60,triangle,,,,,,,,,,,,,
OSR029,Fish sandwich ,627.64,150.20,10.09,4.72,10.37,1.04,1.23,8.41,47.28,68.68,16.13,161.88,103.87,0.69,0.05,5.13,0.00,0.30,0.00,0.40,7.70,1.34,0.05,0.09,2.53,0.14,15.07,0.06,0.03,0.87,0.28,0.07,0.74,15.07,1.49,35.66,sandwich,,,,,,,,,,,,,
OSR030,Kidney bean sandwich with cottage cheese,739.56,176.64,18.86,9.85,6.84,3.69,3.66,2.67,166.63,177.15,43.64,97.97,296.76,1.64,0.20,11.12,0.03,0.34,0.01,1.32,11.99,0.16,5.23,0.00,2.70,0.00,89.19,0.09,0.08,0.71,0.49,0.07,5.58,89.19,2.22,124.89,triangle,,,,,,,,,,,,,
OSR031,Finger millet biscuit (Ragi biscuit),1907.85,458.56,52.69,4.03,25.79,16.90,5.97,64.19,207.04,174.74,78.66,98.24,247.17,2.54,0.37,8.14,0.02,1.74,0.00,1.41,288.70,0.64,22.07,0.00,3.83,0.00,18.41,0.20,0.11,0.71,0.17,0.03,0.53,18.41,0.00,265.49,biscuit,,,,,,,,,,,,,
OSR032,Buttermilk biscuit,1339.64,322.54,34.93,5.76,17.50,3.44,1.18,45.41,67.16,184.46,17.22,323.74,117.49,0.77,0.08,1.32,0.00,0.27,0.00,0.57,202.83,0.41,2.88,0.46,1.97,0.00,8.74,0.08,0.10,0.36,0.45,0.05,0.29,8.74,0.00,236.36,biscuit,,,,,,,,,,,,,
OSR033,Lemon cookies,1643.42,394.48,42.19,5.63,23.02,23.47,0.78,82.16,72.04,104.31,12.50,84.71,79.05,0.69,0.08,2.16,0.00,0.16,0.00,0.64,283.51,0.55,1.72,0.04,2.04,0.78,6.88,0.05,0.09,0.23,0.28,0.04,1.17,6.88,0.96,244.66,cookie,,,,,,,,,,,,,
OSR034,Sweet potato biscuit (Shakarkand ke biscuit),1232.25,296.40,38.13,5.14,13.31,2.53,2.27,33.83,56.34,234.27,19.30,339.58,183.69,0.81,0.12,0.50,0.00,0.33,0.00,0.52,151.70,0.31,3.05,0.18,2.44,0.00,11.73,0.09,0.07,0.52,0.61,0.07,1.79,11.73,5.27,2742.52,biscuit,,,,,,,,,,,,,
OSR035,Raspberry shortbread cookies,1842.71,441.12,61.25,3.00,21.25,40.86,0.75,54.36,13.81,37.24,9.21,6.06,51.53,0.60,0.08,0.01,0.00,0.17,0.00,0.30,244.48,0.49,1.82,0.00,2.16,0.00,4.48,0.04,0.04,0.21,0.21,0.02,0.24,4.48,0.03,230.82,cookie,,,,,,,,,,,,,
OSR036,Pumpkin cookies ,920.79,218.40,44.69,2.51,3.93,31.62,1.06,22.23,19.36,62.44,8.86,51.49,82.12,0.52,0.08,1.56,0.00,0.20,0.00,0.27,47.00,0.25,1.49,0.03,15.97,0.53,9.13,0.03,0.03,0.22,0.22,0.03,1.08,9.13,1.48,343.06,cookie,,,,,,,,,,,,,
